index,run,trial,onset,duration,town,pic,itemNum,resp,respRT
1,1,1,1.0014,122.3291,Town2,env2.jpg,1,Paul McCartney??,97.6468
2,1,1,1.0014,122.3291,Town2,env2.jpg,2,?,22.9983
3,1,1,1.0014,122.3291,Town2,env2.jpg,3,?,1.6800
4,1,2,123.3707,24.0056,Town12,env12.jpg,1,cow,18.5012
5,1,2,123.3707,24.0056,Town12,env12.jpg,2,ruler,2.6463
6,1,2,123.3707,24.0056,Town12,env12.jpg,3,katy perry,2.8561
7,1,3,147.4147,8.4575,Town7,env7.jpg,1,?,5.2182
8,1,3,147.4147,8.4575,Town7,env7.jpg,2,?,1.8864
9,1,3,147.4147,8.4575,Town7,env7.jpg,3,?,1.3510
10,1,4,155.9114,4.4900,Town1,env1.jpg,1,?,2.0657
11,1,4,155.9114,4.4900,Town1,env1.jpg,2,?,1.0313
12,1,4,155.9114,4.4900,Town1,env1.jpg,3,?,1.3912
13,1,5,160.4399,20.1314,Town10,env10.jpg,1,?,14.4118
14,1,5,160.4399,20.1314,Town10,env10.jpg,2,zuckerberg,2.7748
15,1,5,160.4399,20.1314,Town10,env10.jpg,3,?,2.9431
16,1,6,180.6103,15.3714,Town3,env3.jpg,1,?,11.6354
17,1,6,180.6103,15.3714,Town3,env3.jpg,2,johnny depp,3.0306
18,1,6,180.6103,15.3714,Town3,env3.jpg,3,?,0.7037
19,1,7,196.0208,29.3393,Town6,env6.jpg,1,?,7.0366
20,1,7,196.0208,29.3393,Town6,env6.jpg,2,Natalie Portman,20.3343
21,1,7,196.0208,29.3393,Town6,env6.jpg,3,?,1.9667
22,1,8,225.3992,9.9765,Town5,env5.jpg,1,?,5.2638
23,1,8,225.3992,9.9765,Town5,env5.jpg,2,George Clooney,3.9844
24,1,8,225.3992,9.9765,Town5,env5.jpg,3,?,0.7265
25,1,9,235.4157,9.9202,Town4,env4.jpg,1,?,4.7911
26,1,9,235.4157,9.9202,Town4,env4.jpg,2,Taylor Swift,4.4963
27,1,9,235.4157,9.9202,Town4,env4.jpg,3,?,0.6311
28,1,10,245.3748,29.0726,Town11,env11.jpg,1,?,24.1603
29,1,10,245.3748,29.0726,Town11,env11.jpg,2,Zooey Deschanel,4.0792
30,1,10,245.3748,29.0726,Town11,env11.jpg,3,?,0.8311
31,1,11,274.4867,13.7894,Town9,env9.jpg,1,?,8.5724
32,1,11,274.4867,13.7894,Town9,env9.jpg,2,Jim Parsons,4.3841
33,1,11,274.4867,13.7894,Town9,env9.jpg,3,?,0.8311
34,1,12,288.3148,12.4659,Town8,env8.jpg,1,?,8.9932
35,1,12,288.3148,12.4659,Town8,env8.jpg,2,?,2.5027
36,1,12,288.3148,12.4659,Town8,env8.jpg,3,?,0.9682
37,2,1,1.0007,11.1334,Town5,env5.jpg,1,?,9.2441
38,2,1,1.0007,11.1334,Town5,env5.jpg,2,?,1.1030
39,2,1,1.0007,11.1334,Town5,env5.jpg,3,?,0.7823
40,2,2,12.1592,4.0309,Town7,env7.jpg,1,?,2.5344
41,2,2,12.1592,4.0309,Town7,env7.jpg,2,?,0.7438
42,2,2,12.1592,4.0309,Town7,env7.jpg,3,?,0.7510
43,2,3,16.2151,8.5510,Town8,env8.jpg,1,beyonce,6.5583
44,2,3,16.2151,8.5510,Town8,env8.jpg,2,?,1.0069
45,2,3,16.2151,8.5510,Town8,env8.jpg,3,?,0.9838
46,2,4,24.7914,15.1073,Town2,env2.jpg,1,George Clooney,10.1143
47,2,4,24.7914,15.1073,Town2,env2.jpg,2,?,4.0952
48,2,4,24.7914,15.1073,Town2,env2.jpg,3,?,0.8958
49,2,5,39.9238,3.3896,Town1,env1.jpg,1,?,1.8380
50,2,5,39.9238,3.3896,Town1,env1.jpg,2,?,0.7751
51,2,5,39.9238,3.3896,Town1,env1.jpg,3,?,0.7745
52,2,6,43.3385,11.4705,Town3,env3.jpg,1,elephant,7.5916
53,2,6,43.3385,11.4705,Town3,env3.jpg,2,?,0.8147
54,2,6,43.3385,11.4705,Town3,env3.jpg,3,johnny depp,3.0624
55,2,7,54.8342,12.1099,Town11,env11.jpg,1,grape,7.4530
56,2,7,54.8342,12.1099,Town11,env11.jpg,2,?,3.9854
57,2,7,54.8342,12.1099,Town11,env11.jpg,3,?,0.6698
58,2,8,66.9688,3.4965,Town6,env6.jpg,1,?,2.0548
59,2,8,66.9688,3.4965,Town6,env6.jpg,2,?,0.6884
60,2,8,66.9688,3.4965,Town6,env6.jpg,3,?,0.7514
61,2,9,70.4901,3.4313,Town12,env12.jpg,1,?,1.9418
62,2,9,70.4901,3.4313,Town12,env12.jpg,2,?,0.7360
63,2,9,70.4901,3.4313,Town12,env12.jpg,3,?,0.7516
64,2,10,73.9463,13.6544,Town10,env10.jpg,1,grape,6.8615
65,2,10,73.9463,13.6544,Town10,env10.jpg,2,duck,4.1357
66,2,10,73.9463,13.6544,Town10,env10.jpg,3,Katy Perry,2.6552
67,2,11,87.6261,9.5344,Town4,env4.jpg,1,?,4.2060
68,2,11,87.6261,9.5344,Town4,env4.jpg,2,?,1.4621
69,2,11,87.6261,9.5344,Town4,env4.jpg,3,Zooey Deschanel,3.8644
70,2,12,97.1853,4.6556,Town9,env9.jpg,1,?,3.2869
71,2,12,97.1853,4.6556,Town9,env9.jpg,2,?,0.6553
72,2,12,97.1853,4.6556,Town9,env9.jpg,3,?,0.7113
